"id" "uid" "reg_no" "batch" "biobank_id" "breed" "sex" "sex_name" "born" "event_age_days" "X1a_contact_greeting" "X1b_contact_cooperation" "X1c_contact_handling" "X2a_playful_delight" "X2b_playful_catching" "X2c_playful_catch_drag" "X3a_chase1" "X3a_chase2" "X3b_catching1" "X3b_catching2" "X4_activity" "X5a_avst_playful_interest" "X5b_avst_playful_aggression" "X5c_avst_playful_curiosity" "X5d_avst_playful_delight" "X5e_avst_playful_cooperation" "X6a_surprise_fear" "X6b_surprise_aggression" "X6c_surprise_curiosity" "X6d_surprise_kv_fear" "X6e_surprise_kv_intr" "X7a_noise_fear" "X7b_noise_curiosity" "X7c_noise_kv_fear" "X7d_noise_kv_interest" "X8a_phantom_aggression" "X8b_phantom_control" "X8c_phantom_fear" "X8d_phantom_curiosity" "X8e_phantom_contact" "X9a_playful2_delight" "X9b_playful2_catching" "X10_firearm" "sociability" "curfear" "playfulness" "chapro" "aggres"
"CFA009629" "SE33598/2010_398" "SE33598/2010" "MH2014" "CFA009629" "GSD" 1 "M" 20100404 398 4 4 4 5 5 5 4 4 5 5 3 4 3 5 5 4 3 3 2 1 1 1 5 1 1 3 5 2 5 4 5 5 1 4 3.86 5 4.5 3
"CFA009637" "S63091/2008_418" "S63091/2008" "MH2014" "CFA009637" "GSD" 0 "F" 20080916 418 4 3 3 4 4 5 4 4 5 5 3 4 1 5 5 3 4 3 2 1 3 3 5 1 1 1 4 1 5 4 4 4 1 3.33 3.29 4.2 4.5 1.67
"CFA009638" "S55975/2007_417" "S55975/2007" "MH2014" "CFA009638" "GSD" 1 "M" 20070731 417 4 4 3 4 4 5 1 1 1 1 3 2 1 2 4 3 1 1 5 1 1 3 5 1 1 2 3 2 4 3 4 4 1 3.67 4.29 4.2 1 1.33
"CFA009641" "S68848/2007_985" "S68848/2007" "MH2014" "CFA009641" "GSD" 0 "F" 20070925 985 4 4 3 3 3 3 1 1 1 1 3 3 1 4 1 1 1 1 5 1 3 1 3 1 2 1 4 1 4 4 2 3 1 3.67 4.14 2.8 1 1
"CFA009648" "SE14536/2010_453" "SE14536/2010" "MH2014" "CFA009648" "GSD" 1 "M" 20100108 453 3 3 3 4 4 4 1 1 1 1 3 1 1 1 1 1 3 4 5 1 1 2 5 1 1 4 5 2 5 4 4 5 1 3 4.14 4.2 1 3
"CFA009654" "S45690/2009_463" "S45690/2009" "MH2014" "CFA009654" "GSD" 0 "F" 20090613 463 3 3 2 4 4 3 4 4 5 5 4 2 1 2 5 3 5 3 2 2 2 5 2 1 1 3 4 5 1 1 4 4 1 2.67 2.86 3.8 4.5 2.33
"CFA009656" "S69944/2007_534" "S69944/2007" "MH2014" "CFA009656" "GSD" 0 "F" 20071115 534 4 4 2 4 3 4 4 4 5 5 4 3 2 3 5 3 5 2 2 3 3 1 5 1 1 2 3 4 2 3 4 3 1 3.33 3.57 3.6 4.5 2
"CFA009657" "S57137/2007_416" "S57137/2007" "MH2014" "CFA009657" "GSD" 1 "M" 20070801 416 4 5 5 4 4 4 4 4 5 5 2 4 1 3 5 3 1 1 5 1 2 1 5 1 2 3 4 3 5 4 4 4 1 4.67 4.71 4 4.5 1.67
"CFA009680" "S66470/2008_704" "S66470/2008" "MH2014" "CFA009680" "GSD" 0 "F" 20080930 704 4 4 4 4 4 5 1 1 1 1 3 4 1 2 4 3 3 2 3 1 2 1 5 1 2 1 2 2 5 3 3 4 3 4 4 4 1 1.33
"CFA009687" "S31766/2009_526" "S31766/2009" "MH2014" "CFA009687" "GSD" 0 "F" 20090403 526 4 3 3 3 3 3 1 1 1 1 2 3 5 5 4 3 2 2 3 2 1 2 5 1 1 3 3 1 5 2 3 3 1 3.33 3.71 3 1 3.33
"CFA009696" "S29885/2009_574" "S29885/2009" "MH2014" "CFA009696" "GSD" 0 "F" 20090314 574 4 4 4 4 4 3 1 1 1 1 2 2 1 2 3 2 3 1 2 2 1 5 1 1 2 1 5 4 1 1 1 1 5 4 2.86 2.6 1 1
"cHD1_224" "S12182/2004_493" "S12182/2004" "allGSD2012" NA "GSD" 1 "M" 20031210 493 4 3 4 4 3 5 3 3 2 2 3 3 1 4 4 3 2 3 4 1 3 1 5 1 1 1 4 1 5 4 5 5 1 3.67 4.14 4.4 2.5 1.67
"cHD1_226" "S20715/99_470" "S20715/99" "allGSD2012" NA "GSD" 0 "F" 19990228 470 4 4 4 3 4 5 1 3 1 2 5 1 1 1 1 1 3 2 1 3 1 3 2 4 1 5 4 3 3 3 3 3 1 4 2.43 3.6 1.75 2.67
"cHD1_227" "S30041/2001_424" "S30041/2001" "allGSD2012" NA "GSD" 1 "M" 20010404 424 4 4 4 5 4 5 4 4 3 3 5 3 1 4 5 3 2 1 5 1 1 1 5 1 1 3 3 3 5 5 4 4 1 4 4.57 4.4 3.5 1.67
"cHD1_229" "S15246/98_389" "S15246/98" "allGSD2012" NA "GSD" 0 "F" 19980203 389 3 3 3 4 5 5 4 4 5 5 4 5 1 5 5 3 4 1 5 1 2 3 2 1 1 1 4 2 1 4 5 5 1 3 3.43 4.8 4.5 1
"cHD1_230" "S26347/2000_461" "S26347/2000" "allGSD2012" NA "GSD" 1 "M" 20000313 461 4 4 4 4 4 3 1 1 1 1 4 4 1 5 4 5 3 3 3 1 3 1 5 1 1 3 5 2 1 4 4 4 1 4 4 3.8 1 2.33
"cHD1_231" "S10849/2001_680" "S10849/2001" "allGSD2012" NA "GSD" 0 "F" 20001111 680 4 3 3 4 4 3 3 1 2 1 5 3 1 5 4 2 3 3 3 1 2 3 3 2 1 2 4 2 2 3 4 4 1 3.33 3.29 3.8 1.75 2
"cHD1_233" "S48106/2003_442" "S48106/2003" "allGSD2012" NA "GSD" 0 "F" 20030620 442 3 4 3 4 4 5 2 2 1 1 4 3 1 4 2 2 2 2 3 1 2 4 2 1 1 2 2 1 5 4 4 4 1 3.33 3.14 4.2 1.5 1.67
"cHD1_236" "S22622/2003_431" "S22622/2003" "allGSD2012" NA "GSD" 1 "M" 20030218 431 4 4 4 4 3 4 4 4 4 2 4 4 1 5 4 3 2 3 5 1 2 1 5 1 3 3 4 1 5 4 4 3 1 4 4.29 3.6 3.5 2.33
"cHD1_237" "S54397/2003_417" "S54397/2003" "allGSD2012" NA "GSD" 0 "F" 20030813 417 4 3 4 4 3 3 4 4 3 3 3 3 1 5 5 4 2 1 3 1 2 3 5 1 1 3 5 2 5 4 4 3 2 3.67 3.86 3.4 3.5 1.67
"cHD1_239" "S37134/2005_519" "S37134/2005" "allGSD2012" NA "GSD" 0 "F" 20050422 519 3 4 3 4 4 4 4 1 3 1 3 3 1 5 4 3 4 1 3 1 3 3 5 1 3 2 4 2 4 4 4 4 3 3.33 3.57 4 2.25 1.33
"cHD1_241" "S26745/2003_464" "S26745/2003" "allGSD2012" NA "GSD" 1 "M" 20030306 464 4 4 3 5 5 5 1 4 1 2 3 4 1 5 5 3 3 3 3 3 2 4 2 4 1 1 4 1 5 3 3 3 3 3.67 2.29 4.2 2 1.67
"cHD1_243" "S34216/2004_521" "S34216/2004" "allGSD2012" NA "GSD" 1 "M" 20040407 521 3 3 4 4 4 5 4 4 2 5 4 3 4 1 1 1 3 3 2 2 2 1 5 1 2 3 5 1 3 4 4 4 1 3.33 3.57 4.2 3.75 3.33
"cHD1_244" "S26064/2001_444" "S26064/2001" "allGSD2012" NA "GSD" 0 "F" 20010314 444 4 4 3 4 4 3 4 4 3 2 3 3 1 5 4 3 2 1 4 1 2 2 4 1 1 1 3 3 3 3 4 4 2 3.67 4.14 3.8 3.25 1
"cHD1_246" "S26137/2002_419" "S26137/2002" "allGSD2012" NA "GSD" 1 "M" 20020211 419 4 3 3 4 3 3 4 4 3 3 4 2 1 5 5 5 1 2 5 1 3 1 5 1 1 3 4 1 4 4 4 3 1 3.33 4.43 3.4 3.5 2
"cHD1_247" "S13346/2003_527" "S13346/2003" "allGSD2012" NA "GSD" 0 "F" 20021210 527 3 3 3 4 4 3 1 1 1 1 3 5 1 5 5 3 4 1 5 1 1 3 5 1 1 2 3 3 5 4 4 4 1 3 4 3.8 1 1.33
"cHD1_248" "S39258/97_548" "S39258/97" "allGSD2012" NA "GSD" 1 "M" 19970528 548 4 4 4 5 4 5 4 4 5 4 4 3 1 2 5 3 4 3 4 3 2 3 5 1 2 3 5 1 5 4 4 4 2 4 3.29 4.4 4.25 2.33
"cHD1_249" "S30782/2007_499" "S30782/2007" "allGSD2012" NA "GSD" 0 "F" 20070314 499 4 4 4 5 5 4 4 4 3 3 4 3 1 5 4 4 3 2 2 1 3 3 5 1 3 2 5 1 4 4 5 4 1 4 3.43 4.6 3.5 1.67
"cHD1_253" "S62927/2004_1015" "S62927/2004" "allGSD2012" NA "GSD" 1 "M" 20040704 1015 3 4 3 4 4 5 1 1 1 1 2 2 1 5 5 3 2 1 3 1 2 2 5 1 2 3 3 5 2 5 4 4 1 3.33 4.43 4.2 1 1.67
"cHD1_256" "S51313/2007_455" "S51313/2007" "allGSD2012" NA "GSD" 1 "M" 20070623 455 4 3 4 4 4 4 3 4 5 5 3 3 1 4 5 5 3 1 5 1 3 1 5 1 3 3 4 1 5 4 4 4 1 3.67 4.14 4 4.25 1.67
"cHD1_260" "S45222/98_484" "S45222/98" "allGSD2012" NA "GSD" 0 "F" 19980711 484 4 3 4 4 4 4 4 4 2 3 2 3 1 5 4 3 4 2 2 2 1 3 2 3 1 1 4 1 4 4 4 4 2 3.67 2.43 4 3.25 1.33
"cHD1_261" "S14929/2004_448" "S14929/2004" "allGSD2012" NA "GSD" 1 "M" 20040111 448 4 4 4 4 4 3 1 4 1 5 4 3 1 2 4 2 3 2 4 1 2 5 2 1 1 3 5 4 4 3 4 4 1 4 3.43 3.8 2.75 2
"cHD1_262" "S29481/2008_2261" "S29481/2008" "allGSD2012" NA "GSD" 0 "F" 20020713 2261 4 3 4 4 3 4 4 1 2 1 2 3 1 5 5 2 1 1 5 1 1 3 5 1 1 1 4 1 5 4 4 4 1 3.67 4.14 3.8 2 1
"cHD1_265" "S29179/2002_558" "S29179/2002" "allGSD2012" NA "GSD" 1 "M" 20020304 558 4 3 3 4 4 5 1 1 1 1 3 4 1 5 5 3 3 1 4 1 3 1 5 1 3 2 4 1 5 4 4 4 1 3.33 4 4.2 1 1.33
"cHD1_266" "S40904/99_481" "S40904/99" "allGSD2012" NA "GSD" 1 "M" 19990621 481 4 4 3 4 3 3 4 4 3 3 4 3 2 2 5 3 2 2 5 2 2 2 5 1 2 3 4 3 2 4 4 3 1 3.67 4.29 3.4 3.5 2.33
"cHD1_267" "S42950/2002_596" "S42950/2002" "allGSD2012" NA "GSD" 1 "M" 20010316 596 4 4 4 5 4 5 4 2 4 1 2 5 5 5 5 3 1 2 5 1 1 1 5 2 2 2 5 1 5 4 5 5 1 4 4.29 4.8 2.75 3
"cHD1_268" "S40679/2000_1182" "S40679/2000" "allGSD2012" NA "GSD" 0 "F" 20000528 1182 4 4 4 5 5 5 4 4 4 5 4 5 1 5 5 5 2 1 5 1 4 3 5 2 3 3 4 2 5 4 5 5 1 4 4 5 4.25 1.67
"cHD1_269" "S38764/2002_947" "S38764/2002" "allGSD2012" NA "GSD" 0 "F" 20020511 947 4 4 3 4 4 5 4 4 3 3 5 4 4 2 4 3 1 4 5 1 2 1 5 1 2 3 4 1 5 5 4 4 1 3.67 4.43 4.2 3.5 3.67
"cHD1_270" "S62582/2007_489" "S62582/2007" "allGSD2012" NA "GSD" 0 "F" 20071014 489 4 4 3 4 3 3 1 3 1 5 4 3 1 5 4 3 1 2 5 1 1 3 5 1 1 1 5 1 5 4 4 3 1 3.67 4.14 3.4 2.5 1.33
"cHD1_271" "S50401/2003_639" "S50401/2003" "allGSD2012" NA "GSD" 1 "M" 20030703 639 4 3 4 3 3 4 1 1 1 1 4 2 1 4 3 2 2 3 2 5 3 3 5 4 3 3 4 2 5 3 3 3 1 3.67 2.71 3.2 1 2.33
"cHD1_272" "S40422/97_491" "S40422/97" "allGSD2012" NA "GSD" 0 "F" 19970607 491 4 4 4 5 5 5 4 4 5 5 3 5 1 4 5 3 1 1 5 1 5 2 5 1 2 3 4 4 3 4 5 5 2 4 4.71 5 4.5 1.67
"cHD1_274" "S46767/98_420" "S46767/98" "allGSD2012" NA "GSD" 0 "F" 19980815 420 3 4 4 4 3 4 4 4 5 5 4 4 1 5 5 5 2 3 2 4 3 3 3 4 2 3 4 3 2 1 4 4 1 3.67 2.71 3.8 4.5 2.33
"cHD1_275" "S18321/2004_475" "S18321/2004" "allGSD2012" NA "GSD" 0 "F" 20040201 475 4 3 4 4 3 4 3 4 3 5 3 2 1 5 5 3 1 1 5 1 1 1 5 1 1 3 4 1 5 4 4 3 1 3.67 4.43 3.6 3.75 1.67
"cHD1_276" "S54300/2003_664" "S54300/2003" "allGSD2012" NA "GSD" 0 "F" 20030803 664 4 3 3 4 3 3 4 1 2 1 2 3 1 2 4 3 2 2 3 1 1 2 5 1 1 1 3 1 4 4 4 4 1 3.33 3.86 3.6 2 1.33
"cHD1_278" "S68924/2004_531" "S68924/2004" "allGSD2012" NA "GSD" 1 "M" 20041107 531 4 3 3 4 3 3 1 1 1 1 3 2 1 2 1 1 2 1 5 1 1 4 4 1 1 2 5 5 2 3 4 2 1 3.33 4.29 3.2 1 1.33
"cHD1_280" "S27086/2003_455" "S27086/2003" "allGSD2012" NA "GSD" 1 "M" 20030308 455 3 3 3 5 4 3 1 1 1 1 3 3 1 2 3 2 3 2 3 1 3 1 5 1 1 3 4 2 3 3 4 4 1 3 4 4 1 2
"cHD1_281" "S41507/99_388" "S41507/99" "allGSD2012" NA "GSD" 1 "M" 19990701 388 4 4 5 5 4 4 1 1 1 1 4 2 1 3 4 3 3 2 4 2 2 2 3 2 1 2 5 2 5 3 4 4 1 4.33 3.43 4.2 1 1.67
"cHD1_282" "S12488/2002_865" "S12488/2002" "allGSD2012" NA "GSD" 0 "F" 20011224 865 3 3 3 4 3 3 3 1 1 1 2 3 1 3 1 1 3 3 2 3 2 3 2 1 2 3 3 1 2 3 4 3 2 3 2.71 3.4 1.5 2.33
"cHD1_283" "S44833/2002_431" "S44833/2002" "allGSD2012" NA "GSD" 1 "M" 20020709 431 4 3 4 4 3 5 1 1 1 1 2 4 1 5 4 3 3 2 3 2 1 1 3 1 1 3 5 2 5 4 4 4 1 3.67 3.57 4 1 2
"cHD1_284" "S53958/2003_379" "S53958/2003" "allGSD2012" NA "GSD" 0 "F" 20030822 379 4 4 3 4 4 3 1 3 1 1 3 2 1 2 3 1 3 2 5 3 1 4 3 1 1 2 3 3 1 2 3 3 1 3.67 3.43 3.4 1.5 1.67
"cHD1_286" "S31460/2001_548" "S31460/2001" "allGSD2012" NA "GSD" 1 "M" 20010502 548 4 4 4 5 4 5 2 2 1 1 3 5 2 5 5 3 5 2 3 1 3 2 5 1 3 3 5 1 4 4 5 4 1 4 3.43 4.6 1.5 2.33
"cHD1_288" "S61398/2003_559" "S61398/2003" "allGSD2012" NA "GSD" 0 "F" 20031012 559 3 3 3 3 3 3 2 2 1 1 3 2 1 1 1 1 2 2 4 3 3 1 5 1 1 2 4 2 3 4 3 3 2 3 4 3 1.5 1.67
"cHD1_292" "S30841/2006_382" "S30841/2006" "allGSD2012" NA "GSD" 1 "M" 20060328 382 4 3 4 4 4 5 2 1 1 1 2 2 1 3 5 1 3 3 3 1 2 1 5 1 1 2 3 1 5 4 4 4 1 3.67 3.86 4.2 1.25 2
"cHD1_294" "S19190/2004_466" "S19190/2004" "allGSD2012" NA "GSD" 1 "M" 20040127 466 4 4 4 4 3 4 4 4 3 4 3 3 2 1 1 1 4 3 2 4 2 1 5 1 1 3 4 2 2 3 4 4 1 4 3.29 3.8 3.75 2.67
"cHD1_295" "S41658/2002_513" "S41658/2002" "allGSD2012" NA "GSD" 0 "F" 20020607 513 4 4 3 4 4 4 4 4 4 4 3 3 1 4 5 3 3 2 3 1 1 3 3 1 1 3 4 2 4 4 4 4 1 3.67 3.43 4 4 2
"cHD1_296" "S20930/2005_410" "S20930/2005" "allGSD2012" NA "GSD" 0 "F" 20050126 410 4 4 4 4 4 5 1 3 1 3 5 3 1 1 1 1 4 1 2 1 2 4 2 1 3 2 5 2 3 4 5 5 1 4 2.86 4.6 2 1.33
"cHD1_298" "S26356/2000_415" "S26356/2000" "allGSD2012" NA "GSD" 1 "M" 20000323 415 4 4 4 5 4 5 4 4 5 5 3 5 4 5 5 3 4 1 5 1 3 1 5 1 1 3 5 2 5 4 5 4 1 4 4.14 4.6 4.5 2.67
"cHD1_299" "S39594/2000_527" "S39594/2000" "allGSD2012" NA "GSD" 0 "F" 20000601 527 4 3 4 4 4 3 2 3 1 3 4 2 5 1 1 1 4 3 2 2 1 3 2 1 1 3 4 5 2 3 3 3 2 3.67 3.29 3.4 2.25 3.67
"cHD1_304" "S41799/2000_462" "S41799/2000" "allGSD2012" NA "GSD" 0 "F" 20000702 462 4 4 4 4 4 4 3 4 3 2 4 3 2 4 5 3 2 3 4 1 2 3 5 1 2 3 4 2 4 4 4 4 1 4 4 4 3 2.67
"cHD1_305" "S27562/97_407" "S27562/97" "allGSD2012" NA "GSD" 1 "M" 19970329 407 3 3 3 5 5 5 4 4 5 5 2 4 1 5 5 3 3 2 5 1 2 1 5 1 1 1 4 2 5 4 5 5 1 3 4.29 5 4.5 1.33
"cHD1_306" "S36247/2006_493" "S36247/2006" "allGSD2012" NA "GSD" 0 "F" 20060412 493 4 3 4 4 3 1 1 1 1 1 2 3 5 1 1 1 3 2 3 1 1 3 5 1 1 3 3 5 4 5 1 1 2 3.67 4.14 2 1 3.33
"cHD1_307" "S34092/98_510" "S34092/98" "allGSD2012" NA "GSD" 0 "F" 19980511 510 3 4 3 4 4 5 4 4 5 5 4 3 3 5 5 3 2 3 2 2 1 2 5 2 1 4 4 3 3 4 5 4 1 3.33 3.71 4.4 4.5 3.33
"cHD1_308" "S18997/2000_616" "S18997/2000" "allGSD2012" NA "GSD" 0 "F" 20000220 616 4 4 4 4 4 3 4 4 3 5 3 3 3 1 1 1 3 2 4 2 1 2 4 1 1 2 4 4 2 4 4 4 1 4 4 3.8 4 2.33
"cHD1_311" "S40682/2000_495" "S40682/2000" "allGSD2012" NA "GSD" 1 "M" 20000612 495 4 4 4 4 4 3 4 4 5 5 3 5 1 5 4 3 3 2 3 1 2 2 5 1 1 2 5 1 5 4 4 4 1 4 3.71 3.8 4.5 1.67
"cHD1_312" "S25662/2002_546" "S25662/2002" "allGSD2012" NA "GSD" 0 "F" 20020317 546 4 4 3 4 3 3 4 4 4 5 4 2 1 5 4 3 1 1 5 1 1 3 3 2 1 1 4 2 5 4 3 4 1 3.67 3.86 3.4 4.25 1
"cHD1_313" "S46263/2001_484" "S46263/2001" "allGSD2012" NA "GSD" 1 "M" 20010708 484 4 2 3 4 3 4 4 4 2 2 2 2 1 2 4 2 1 4 5 2 2 3 5 1 2 3 4 1 3 4 4 3 1 3 4 3.6 3 2.67
"cHD1_314" "S45720/98_404" "S45720/98" "allGSD2012" NA "GSD" 1 "M" 19980728 404 4 3 3 4 3 4 4 4 5 5 3 2 1 5 4 5 3 1 5 1 1 2 5 1 4 3 3 2 3 2 4 3 1 3.33 4.14 3.6 4.5 1.67
"cHD1_316" "S27178/2007_406" "S27178/2007" "allGSD2012" NA "GSD" 1 "M" 20070303 406 3 3 3 5 4 5 1 1 1 1 4 2 1 2 5 3 2 2 5 1 4 1 5 1 1 1 4 1 2 4 5 5 1 3 4.29 4.8 1 1.33
"cHD1_317" "S64254/2003_507" "S64254/2003" "allGSD2012" NA "GSD" 0 "F" 20031030 507 4 3 4 5 4 5 4 4 5 5 4 4 1 5 5 3 3 3 3 2 2 2 5 1 1 3 3 4 4 4 5 4 1 3.67 4 4.6 4.5 2.33
"cHD1_321" "S46768/98_420" "S46768/98" "allGSD2012" NA "GSD" 0 "F" 19980815 420 5 3 3 5 4 5 1 4 1 2 4 4 1 5 5 5 1 1 5 1 3 1 5 1 1 3 3 2 5 5 5 5 1 3.67 4.57 4.8 2 1.67
"cHD1_323" "S14878/98_508" "S14878/98" "allGSD2012" NA "GSD" 0 "F" 19980106 508 5 3 4 5 5 5 4 4 3 3 5 4 1 5 4 3 2 2 5 2 3 3 5 1 2 3 4 1 4 5 4 4 1 4 3.86 4.6 3.5 2
"cHD1_325" "S30401/2006_558" "S30401/2006" "allGSD2012" NA "GSD" 1 "M" 20060327 558 4 3 3 4 3 3 4 3 2 1 4 4 1 4 4 4 3 3 2 1 2 1 4 1 1 2 2 1 4 4 4 4 1 3.33 3.57 3.6 2.5 2
"cHD1_326" "S43388/2002_487" "S43388/2002" "allGSD2012" NA "GSD" 1 "M" 20020605 487 4 4 4 4 4 4 2 2 1 1 2 3 1 4 4 5 3 1 2 3 3 3 2 3 3 1 1 4 2 4 4 4 1 4 2.86 4 1.5 1
"cHD1_327" "S12074/2001_496" "S12074/2001" "allGSD2012" NA "GSD" 0 "F" 20001204 496 5 3 1 4 3 4 4 4 3 3 3 2 1 5 4 3 4 1 5 1 3 2 5 1 1 1 3 3 5 4 4 3 1 3 4.14 3.6 3.5 1
"cHD1_331" "S37054/2002_828" "S37054/2002" "allGSD2012" NA "GSD" 1 "M" 20020530 828 4 4 3 4 4 4 4 4 5 5 3 5 1 5 5 4 1 1 5 1 2 1 5 1 2 3 4 1 5 4 4 4 1 3.67 4.43 4 4.5 1.67
"cHD1_332" "S55723/2003_606" "S55723/2003" "allGSD2012" NA "GSD" 1 "M" 20030820 606 3 3 2 5 3 5 4 4 4 4 5 4 1 5 4 2 1 1 5 1 1 1 5 1 1 2 3 5 4 3 4 4 1 2.67 5 4.2 4 1.33
"cHD1_334" "S60510/2004_1420" "S60510/2004" "allGSD2012" NA "GSD" 0 "F" 20001204 1420 4 3 3 5 4 4 3 3 2 2 3 5 1 5 5 4 1 3 3 1 2 3 5 1 2 3 3 4 1 3 4 3 1 3.33 4.29 4 2.5 2.33
"cHD1_337" "S27985/2003_662" "S27985/2003" "allGSD2012" NA "GSD" 0 "F" 20030325 662 4 4 4 4 3 4 4 4 4 4 2 5 3 2 3 3 4 2 3 1 2 5 2 1 3 3 4 1 2 4 4 4 1 4 2.71 3.8 4 2.67
"cHD1_338" "S47271/2000_475" "S47271/2000" "allGSD2012" NA "GSD" 0 "F" 20000806 475 4 4 4 4 4 4 3 4 3 5 4 3 2 2 5 4 3 3 4 1 1 3 5 1 1 4 5 2 1 4 4 4 1 4 3.86 4 3.75 3
"cHD1_339" "S18980/2000_555" "S18980/2000" "allGSD2012" NA "GSD" 0 "F" 20000302 555 4 4 4 4 4 5 1 3 1 1 3 3 3 5 5 5 3 3 3 1 1 3 5 1 1 3 4 2 4 4 4 3 1 4 3.71 4 1.5 3
"cHD1_340" "S33240/97_660" "S33240/97" "allGSD2012" NA "GSD" 0 "F" 19970509 660 5 3 3 4 3 4 3 4 5 3 2 4 1 5 4 3 2 1 5 1 1 1 5 1 2 1 4 1 4 5 4 4 1 3.67 4.29 3.8 3.75 1
"cHD1_344" "S60230/2005_401" "S60230/2005" "allGSD2012" NA "GSD" 0 "F" 20050826 401 2 3 3 5 4 4 3 4 2 5 3 2 1 3 4 3 3 4 4 1 2 4 5 1 2 3 4 2 2 4 4 3 1 2.67 3.71 4 3.5 2.67
"cHD1_346" "S33523/2001_714" "S33523/2001" "allGSD2012" NA "GSD" 0 "F" 20010421 714 4 4 3 4 3 4 1 1 1 1 2 3 1 5 5 1 5 1 1 4 3 2 5 2 2 2 5 1 4 4 3 2 5 3.67 2.57 3.2 1 1.33
"cHD1_347" "S19939/2007_1219" "S19939/2007" "allGSD2012" NA "GSD" 0 "F" 20030617 1219 3 4 4 4 4 3 3 4 3 3 3 5 1 4 4 4 3 3 4 1 1 3 5 1 2 3 5 3 4 4 4 4 1 3.67 4 3.8 3.25 2.33
"cHD1_348" "S29825/99_438" "S29825/99" "allGSD2012" NA "GSD" 1 "M" 19980218 438 4 5 4 5 4 5 4 4 5 5 5 5 1 5 5 3 3 4 2 1 5 1 5 1 2 4 4 2 5 5 4 4 1 4.33 3.86 4.4 4.5 3
"cHD1_349" "S31503/2001_537" "S31503/2001" "allGSD2012" NA "GSD" 1 "M" 20010410 537 4 3 4 3 4 4 1 4 1 3 3 3 1 5 5 4 2 1 3 1 3 2 3 1 3 1 4 1 4 4 4 4 1 3.67 3.57 3.8 2.25 1
"cHD1_350" "S59779/2006_574" "S59779/2006" "allGSD2012" NA "GSD" 0 "F" 20060819 574 4 1 3 4 3 4 4 1 1 1 3 3 1 3 5 2 3 2 5 1 1 3 3 4 1 3 4 5 4 3 4 3 1 2.67 3.71 3.6 1.75 2
"cHD1_351" "S21538/2004_468" "S21538/2004" "allGSD2012" NA "GSD" 1 "M" 20040208 468 4 4 3 4 5 5 4 1 4 1 2 3 2 5 5 4 3 3 2 1 3 3 4 1 1 1 4 1 5 4 4 4 1 3.67 3.29 4.4 2.5 2
"cHD1_352" "S21642/2002_1065" "S21642/2002" "allGSD2012" NA "GSD" 1 "M" 20020215 1065 4 4 4 4 3 4 2 1 1 1 3 5 2 4 4 5 2 3 3 1 2 1 5 1 1 3 5 1 3 3 4 3 1 4 4 3.6 1.25 2.67
"cHD1_353" "S37001/2001_681" "S37001/2001" "allGSD2012" NA "GSD" 0 "F" 20010525 681 3 3 2 4 3 4 4 4 2 4 4 3 1 1 1 1 3 2 3 4 3 3 5 1 1 2 4 1 3 4 4 3 2 2.67 3.14 3.6 3.5 1.67
"cHD1_354" "S24281/2002_399" "S24281/2002" "allGSD2012" NA "GSD" 1 "M" 20020309 399 4 3 3 5 4 5 4 4 5 5 5 5 1 5 5 5 3 3 3 1 3 3 5 1 1 3 5 5 3 5 5 4 1 3.33 4.14 4.6 4.5 2.33
"cHD1_355" "S45848/2002_406" "S45848/2002" "allGSD2012" NA "GSD" 1 "M" 20020720 406 4 4 5 4 4 5 4 4 4 4 5 3 1 2 5 3 2 1 4 1 3 1 5 1 1 1 1 4 5 4 4 3 3 4.33 4.57 4 4 1
"cHD1_356" "S21953/2003_444" "S21953/2003" "allGSD2012" NA "GSD" 0 "F" 20030212 444 4 3 3 4 3 4 4 4 3 5 4 2 1 2 5 2 2 1 5 2 1 1 5 1 2 1 2 1 5 4 4 4 1 3.33 4.14 3.8 4 1
"cHD1_358" "S28045/2005_453" "S28045/2005" "allGSD2012" NA "GSD" 0 "F" 20040322 453 3 3 2 4 3 2 1 1 1 1 2 2 1 1 1 1 3 2 3 2 3 3 5 1 3 3 4 4 3 1 3 3 1 2.67 3.86 3 1 2
"cHD1_359" "S35097/2002_541" "S35097/2002" "allGSD2012" NA "GSD" 1 "M" 20020417 541 4 4 3 4 4 5 4 4 3 4 2 3 1 1 1 1 1 2 5 1 1 1 5 1 1 4 5 2 5 4 4 3 1 3.67 4.57 4 3.75 2.33
"cHD1_362" "S29813/2002_435" "S29813/2002" "allGSD2012" NA "GSD" 1 "M" 20020419 435 4 4 4 4 2 4 4 4 5 5 4 4 1 5 4 3 1 1 5 1 2 1 5 1 3 3 4 2 4 4 4 3 1 4 4.57 3.4 4.5 1.67
"cHD1_363" "S21520/2000_458" "S21520/2000" "allGSD2012" NA "GSD" 0 "F" 20000223 458 4 4 4 5 4 5 4 4 3 3 4 3 1 3 5 3 4 2 3 2 2 5 5 2 1 3 5 3 1 4 4 3 1 4 3.14 4.2 3.5 2
"cHD1_364" "S31467/2001_463" "S31467/2001" "allGSD2012" NA "GSD" 1 "M" 20010404 463 4 4 3 5 3 5 1 2 1 1 3 3 1 5 5 5 3 1 1 1 1 3 5 1 2 3 4 3 4 3 5 4 1 3.67 3.57 4.4 1.25 1.67
